Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Grit,Flow,Total Strokes,Total Reps,Total Sets,Total Routes,Climb Time,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Total Runs,Longest Run,Max Speed,Active Time,Total Run Distance,Avg Run Speed,Moving Time,Elapsed Time,Min Elevation,Max Elevation
"Tennis,2024-07-08 16:39:31,false,""Tennis"",""0.33"",""480"",""01:17:37"",""110"",""164"",""1.6"",""21"",""200"",""0.3"",""8.6"",""--"",""--"",""0.20"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:17:37"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:34"",""01:17:37"",""--"",""--"""
"Padel,2024-07-07 15:05:52,false,""Padel"",""0.25"",""1,087"",""01:31:24"",""160"",""185"",""4.6"",""15"",""231"",""0.2"",""7.2"",""--"",""--"",""0.18"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:31:24"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:26"",""01:31:24"",""--"",""--"""
"Padel,2024-07-05 17:00:31,false,""Padel"",""0.22"",""1,116"",""01:24:07"",""164"",""187"",""5.0"",""15"",""250"",""0.2"",""9.6"",""--"",""--"",""0.18"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:24:07"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:20"",""01:24:07"",""--"",""--"""
"Tennis,2024-07-04 19:46:23,false,""Tennis"",""0.24"",""519"",""01:11:31"",""119"",""164"",""2.2"",""17"",""203"",""0.2"",""7.8"",""--"",""--"",""0.19"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:11:31"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:23"",""01:11:31"",""--"",""--"""
"Running,2024-07-02 17:22:11,false,""Kuopio - W06D4-Fartlek"",""6.61"",""452"",""00:42:23"",""132"",""175"",""2.8"",""166"",""191"",""6:24"",""3:18"",""73"",""76"",""0.93"",""9.3"",""8.6"",""274"",""6:22"",""282"",""0.0"",""271"",""514"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:02:23.1"",""5"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:42:18"",""00:42:23"",""89"",""124"""
"Tennis,2024-07-01 16:48:14,false,""Tennis"",""0.11"",""460"",""01:09:53"",""112"",""157"",""2.0"",""11"",""214"",""0.1"",""6.9"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:09:53"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:00"",""01:09:53"",""--"",""--"""
"Tennis,2024-06-30 11:50:24,false,""Jyvaskyla Tennis"",""3.36"",""716"",""01:07:17"",""146"",""185"",""3.4"",""20"",""219"",""3.0"",""23.6"",""--"",""--"",""2.48"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:07:17"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:51:17"",""01:08:52"",""--"",""--"""
"Running,2024-06-28 10:23:46,false,""Jyvaskyla - W05D7-Long Run"",""14.99"",""1,040"",""01:47:56"",""132"",""161"",""3.1"",""165"",""190"",""7:12"",""4:55"",""100"",""94"",""0.84"",""9.7"",""8.2"",""279"",""7:09"",""247"",""0.0"",""240"",""413"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:21.1"",""14"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""01:46:28"",""01:47:56"",""97"",""118"""
"Tennis,2024-06-27 16:38:53,false,""Tennis"",""0.24"",""463"",""01:18:35"",""109"",""157"",""1.2"",""14"",""237"",""0.2"",""11.8"",""--"",""--"",""0.22"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:18:35"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:39"",""01:18:35"",""--"",""--"""
"Running,2024-06-25 13:03:55,false,""Kuopio - W05D2-Fartlek"",""4.88"",""348"",""00:26:19"",""152"",""176"",""3.3"",""169"",""184"",""5:23"",""2:47"",""37"",""56"",""1.08"",""8.2"",""8.8"",""249"",""5:25"",""338"",""0.0"",""317"",""520"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:09.0"",""4"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:25:41"",""00:26:21"",""88"",""110"""
"Tennis,2024-06-24 16:39:03,false,""Tennis"",""0.26"",""420"",""01:21:03"",""101"",""174"",""1.0"",""16"",""222"",""0.2"",""8.3"",""--"",""--"",""0.20"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:21:03"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:39"",""01:21:03"",""--"",""--"""
"Padel,2024-06-23 19:06:40,false,""Padel"",""0.14"",""699"",""01:03:25"",""146"",""184"",""3.7"",""11"",""167"",""0.1"",""9.0"",""--"",""--"",""0.21"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:03:25"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:16"",""01:22:03"",""--"",""--"""
"Running,2024-06-21 11:03:33,false,""Kuopio - W04D7-Long Run"",""15.49"",""1,054"",""01:45:16"",""130"",""155"",""3.2"",""168"",""236"",""6:48"",""2:34"",""215"",""218"",""0.87"",""9.5"",""8.2"",""273"",""6:44"",""270"",""0.0"",""262"",""664"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:16.3"",""13"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""01:44:54"",""01:45:57"",""84"",""128"""
"Running,2024-06-19 11:20:47,false,""Vaala - Base"",""8.67"",""633"",""00:48:11"",""151"",""165"",""3.7"",""180"",""192"",""5:34"",""4:46"",""23"",""25"",""1.00"",""8.2"",""8.1"",""248"",""5:33"",""299"",""0.0"",""298"",""391"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:11.3"",""7"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:48:10"",""00:48:11"",""128"",""141"""
"Hiking,2024-06-18 10:04:06,false,""Utajärvi Hiking"",""3.08"",""133"",""00:44:32"",""80"",""106"",""0.1"",""102"",""160"",""14:28"",""10:23"",""50"",""39"",""0.68"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:44:32"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:43:06"",""00:44:35"",""137"",""161"""
"Hiking,2024-06-17 15:40:22,false,""Utajärvi Hiking"",""1.33"",""90"",""00:20:53"",""90"",""114"",""0.2"",""102"",""158"",""15:45"",""9:42"",""32"",""28"",""0.62"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:20:53"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:20:04"",""00:20:53"",""138"",""160"""
"Hiking,2024-06-17 09:47:40,false,""Muhos Hiking"",""15.03"",""823"",""03:51:50"",""86"",""121"",""0.3"",""100"",""205"",""15:25"",""10:05"",""352"",""336"",""0.65"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""03:51:50"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""03:42:16"",""05:45:36"",""115"",""197"""
"Hiking,2024-06-16 19:25:19,false,""Utajärvi Hiking"",""3.20"",""205"",""00:53:32"",""88"",""110"",""0.2"",""85"",""150"",""16:44"",""8:38"",""60"",""71"",""0.70"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:53:32"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:43:34"",""00:55:46"",""130"",""159"""
"Mountain Biking,2024-06-16 15:19:03,false,""Utajärvi Mountain Biking"",""30.81"",""601"",""02:16:54"",""94"",""127"",""0.3"",""--"",""--"",""13.5"",""39.6"",""334"",""333"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""28.4"",""5.9"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:29:18"",""4"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""02:15:49"",""02:46:02"",""126"",""176"""
"Running,2024-06-15 18:48:45,false,""Jyvaskyla - Base"",""8.37"",""598"",""00:51:10"",""139"",""164"",""3.0"",""172"",""186"",""6:07"",""5:01"",""73"",""66"",""0.95"",""8.9"",""8.4"",""263"",""6:03"",""289"",""0.0"",""283"",""452"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:10.1"",""7"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:51:09"",""00:51:10"",""98"",""114"""
"Padel,2024-06-15 13:08:30,false,""Padel"",""0.16"",""706"",""01:38:15"",""124"",""160"",""2.3"",""11"",""231"",""0.1"",""8.6"",""--"",""--"",""0.16"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:38:15"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:02"",""01:38:15"",""--"",""--"""
"Padel,2024-06-13 19:41:42,false,""Padel"",""0.00"",""187"",""00:23:51"",""117"",""137"",""0.9"",""3"",""214"",""0.0"",""2.3"",""--"",""--"",""0.03"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:23:51"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:19"",""00:23:51"",""--"",""--"""
"Padel,2024-06-13 18:21:49,false,""Padel"",""0.09"",""675"",""01:08:51"",""135"",""176"",""2.9"",""12"",""176"",""0.1"",""7.0"",""--"",""--"",""0.11"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:08:51"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:01:33"",""01:08:51"",""--"",""--"""
"Cycling,2024-06-13 17:22:31,false,""Kuopio Cycling"",""6.85"",""160"",""00:19:44"",""118"",""146"",""1.0"",""--"",""--"",""20.8"",""35.6"",""65"",""74"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:19:44"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:19:34"",""00:19:44"",""84"",""123"""
"Running,2024-06-11 15:40:58,false,""Joensuu - W03D4-Threshold Run"",""4.14"",""290"",""00:25:54"",""140"",""161"",""2.6"",""163"",""186"",""6:15"",""4:05"",""34"",""57"",""0.96"",""8.7"",""8.2"",""261"",""6:18"",""283"",""0.0"",""260"",""379"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:20"",""8"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:25:44"",""00:25:54"",""128"",""179"""
"Running,2024-06-10 19:22:54,false,""Joensuu - W02D7-Long Run"",""11.56"",""780"",""01:21:48"",""124"",""140"",""2.7"",""163"",""179"",""7:05"",""5:12"",""84"",""86"",""0.86"",""9.6"",""8.2"",""283"",""7:03"",""249"",""0.0"",""244"",""337"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:03:03.7"",""9"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""01:21:40"",""01:48:26"",""113"",""141"""
"Hiking,2024-06-10 11:19:05,false,""Pyhtää Hiking"",""2.27"",""85"",""00:34:24"",""75"",""98"",""0.1"",""94"",""139"",""15:09"",""9:59"",""21"",""20"",""0.70"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:34:24"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:29:58"",""00:34:24"",""16"",""25"""
"Walking,2024-06-09 18:25:12,false,""Porvoo Walking"",""1.97"",""95"",""00:38:28"",""63"",""84"",""0.1"",""80"",""125"",""19:32"",""8:19"",""25"",""21"",""0.64"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:04:57.1"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:28:45"",""00:39:54"",""7"",""23"""
"Padel,2024-06-06 21:14:49,false,""Padel"",""0.11"",""816"",""01:43:25"",""134"",""175"",""3.1"",""10"",""230"",""0.1"",""8.9"",""--"",""--"",""0.11"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:43:25"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:14"",""01:43:25"",""--"",""--"""
"Tennis,2024-06-05 16:38:15,false,""Tennis"",""0.19"",""370"",""01:22:22"",""94"",""143"",""0.5"",""14"",""244"",""0.1"",""7.4"",""--"",""--"",""0.16"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:22:22"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:11"",""01:22:22"",""--"",""--"""
"Cycling,2024-06-05 15:56:17,false,""Kuopio Cycling"",""3.85"",""88"",""00:12:27"",""109"",""128"",""0.4"",""--"",""--"",""18.5"",""38.8"",""48"",""61"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:12:27"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:12:03"",""00:12:27"",""92"",""113"""
"Running,2024-06-04 17:40:46,false,""Kuopio - W02D2-Easy Run"",""4.68"",""321"",""00:30:48"",""129"",""141"",""2.1"",""164"",""173"",""6:35"",""5:40"",""30"",""50"",""0.93"",""9.4"",""8.7"",""278"",""6:33"",""268"",""0.0"",""261"",""397"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:47.7"",""4"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:30:46"",""00:30:48"",""88"",""111"""
"Tennis,2024-06-03 16:43:28,false,""Tennis"",""0.25"",""482"",""01:14:03"",""111"",""175"",""2.1"",""20"",""240"",""0.2"",""10.4"",""--"",""--"",""0.17"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:14:03"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:59"",""01:14:03"",""--"",""--"""
"Padel,2024-06-02 10:57:36,false,""Padel"",""0.38"",""1,461"",""02:42:07"",""141"",""183"",""3.8"",""13"",""215"",""0.1"",""9.3"",""--"",""--"",""0.19"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:42:07"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:06:25"",""03:06:29"",""--"",""--"""
"Kayaking,2024-06-01 16:21:01,false,""Kuopio Kayaking"",""2.80"",""83"",""00:31:52"",""75"",""103"",""0.1"",""--"",""--"",""11:22"",""7:11"",""--"",""7"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:31:52"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:30:05"",""00:31:52"",""77"",""84"""
"Snorkeling,2024-06-01 15:39:48,false,""Kuopio Snorkeling"",""0.14"",""57"",""00:16:39"",""82"",""114"",""0.1"",""--"",""--"",""0.5"",""7.9"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""24.0"",""No"",""00:16:39"",""1"",""25.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:58"",""00:16:39"",""--"",""--"""
"Waterskiing,2024-06-01 15:26:07,false,""Kuopio Waterskiing"",""6.33"",""49"",""00:10:24"",""92"",""122"",""0.1"",""--"",""--"",""36.5"",""40.7"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:10:24"",""1"",""--"",""--"",""--"",""--"",""1"",""5,491"",""40.7"",""9:07.0"",""5.49"",""36.7"",""00:09:20"",""00:10:24"",""--"",""--"""
"Waterskiing,2024-06-01 13:50:26,false,""Kuopio Waterskiing"",""5.68"",""67"",""00:12:05"",""99"",""123"",""0.2"",""--"",""--"",""28.2"",""40.9"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:12:05"",""1"",""--"",""--"",""--"",""--"",""1"",""5,603"",""40.9"",""9:28"",""5.60"",""36.1"",""00:10:30"",""00:12:05"",""--"",""--"""
"Running,2024-06-01 09:29:20,false,""Kuopio Running"",""14.80"",""1,112"",""01:39:34"",""145"",""169"",""3.2"",""161"",""179"",""6:44"",""5:25"",""210"",""215"",""0.92"",""9.4"",""8.6"",""275"",""6:39"",""274"",""0.0"",""261"",""400"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:01:55.7"",""10"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""01:36:46"",""01:39:34"",""85"",""128"""
"Cycling,2024-05-29 20:03:17,false,""Kuopio Cycling"",""7.15"",""130"",""00:24:22"",""99"",""118"",""0.3"",""--"",""--"",""17.6"",""45.0"",""88"",""64"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:24:22"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:24:10"",""00:24:22"",""86"",""122"""
"Cycling,2024-05-29 17:21:42,false,""Kuopio Cycling"",""7.17"",""117"",""00:21:26"",""99"",""127"",""0.4"",""--"",""--"",""20.1"",""40.4"",""75"",""97"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:21:26"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:21:01"",""00:21:26"",""85"",""125"""
"Padel,2024-05-28 17:27:10,false,""Padel"",""0.24"",""1,322"",""02:41:53"",""136"",""167"",""3.2"",""12"",""209"",""0.1"",""10.9"",""--"",""--"",""0.13"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:41:53"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:20"",""02:41:53"",""--"",""--"""
"Cycling,2024-05-27 20:16:59,false,""Kuopio Cycling"",""2.99"",""51"",""00:11:28"",""90"",""108"",""0.1"",""--"",""--"",""15.7"",""27.4"",""31"",""10"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:11:28"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:11:28"",""00:11:28"",""87"",""112"""
"Running,2024-05-27 16:18:54,false,""Kuopio - W01D4-Steady Run"",""5.63"",""403"",""00:32:46"",""142"",""160"",""2.9"",""171"",""196"",""5:49"",""4:23"",""48"",""45"",""1.00"",""8.7"",""8.6"",""261"",""5:49"",""301"",""0.0"",""295"",""492"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:02:17.8"",""5"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:32:35"",""00:32:46"",""87"",""113"""
"Running,2024-05-26 16:10:19,false,""Kuopio - W01D2-Easy Run"",""5.32"",""360"",""00:34:03"",""126"",""143"",""2.3"",""166"",""176"",""6:24"",""5:33"",""48"",""43"",""0.94"",""9.2"",""8.6"",""273"",""6:23"",""276"",""0.0"",""270"",""368"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:04:03.3"",""4"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:33:46"",""00:34:03"",""87"",""113"""
"Cycling,2024-05-25 17:17:46,false,""Jyvaskyla Cycling"",""4.86"",""87"",""00:19:28"",""92"",""110"",""0.2"",""--"",""--"",""15.0"",""40.2"",""75"",""62"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:19:28"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:17:30"",""00:19:28"",""82"",""112"""
"Padel,2024-05-25 11:08:37,false,""Padel"",""0.17"",""865"",""01:50:20"",""131"",""166"",""2.6"",""12"",""215"",""0.1"",""8.3"",""--"",""--"",""0.12"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:50:20"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:36"",""01:50:20"",""--"",""--"""
"Padel,2024-05-24 20:42:51,false,""Padel"",""0.09"",""442"",""01:25:03"",""105"",""148"",""1.0"",""10"",""231"",""0.1"",""6.0"",""--"",""--"",""0.11"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:25:03"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:06"",""01:25:03"",""--"",""--"""
"Padel,2024-05-23 18:39:34,false,""Padel"",""0.07"",""561"",""01:22:30"",""119"",""168"",""2.4"",""7"",""214"",""0.0"",""8.0"",""--"",""--"",""0.11"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:22:30"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:37"",""01:22:30"",""--"",""--"""
"Padel,2024-05-22 18:31:59,false,""Padel"",""0.21"",""896"",""01:40:01"",""140"",""168"",""3.1"",""15"",""242"",""0.1"",""25.3"",""--"",""--"",""0.14"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:40:01"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:52"",""01:40:01"",""--"",""--"""
"Cycling,2024-05-21 20:48:08,false,""Jyvaskyla Cycling"",""4.85"",""79"",""00:17:15"",""92"",""110"",""0.1"",""--"",""--"",""16.9"",""38.7"",""67"",""41"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:17:15"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:17:15"",""00:17:15"",""88"",""129"""
"Padel,2024-05-19 13:24:37,false,""Padel"",""0.08"",""579"",""00:43:34"",""157"",""180"",""3.4"",""14"",""207"",""0.1"",""3.8"",""--"",""--"",""0.13"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:43:34"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:05"",""00:43:34"",""--"",""--"""
"Padel,2024-05-19 10:03:37,false,""Padel"",""0.16"",""931"",""01:08:50"",""164"",""193"",""4.4"",""15"",""240"",""0.1"",""9.4"",""--"",""--"",""0.16"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:08:50"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:08"",""01:08:50"",""--"",""--"""
"Padel,2024-05-18 13:59:35,false,""Padel"",""0.14"",""536"",""00:58:58"",""134"",""182"",""3.3"",""13"",""231"",""0.1"",""10.0"",""--"",""--"",""0.18"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:58:58"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:29"",""00:58:58"",""--"",""--"""
"Padel,2024-05-18 11:06:59,false,""Padel"",""0.09"",""772"",""01:04:49"",""156"",""186"",""3.8"",""14"",""207"",""0.1"",""6.9"",""--"",""--"",""0.10"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:04:49"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:42"",""01:04:49"",""--"",""--"""
