Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Grit,Flow,Total Strokes,Total Reps,Total Sets,Total Routes,Climb Time,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Total Runs,Longest Run,Max Speed,Active Time,Total Run Distance,Avg Run Speed,Moving Time,Elapsed Time,Min Elevation,Max Elevation
"Padel,2024-02-08 08:58:04,false,""Padel"",""0.27"",""926"",""02:09:08"",""128"",""169"",""2.8"",""13"",""237"",""0.1"",""15.7"",""--"",""--"",""0.16"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:09:08"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:37"",""02:09:08"",""--"",""--"""
"Resort Skiing,2024-02-07 19:03:49,false,""Kuopio Resort Skiing"",""5.25"",""490"",""00:53:37"",""131"",""171"",""2.4"",""--"",""--"",""9.5"",""27.2"",""64"",""58"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:18:56"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:50:18"",""00:55:50"",""79"",""125"""
"Resort Skiing,2024-02-05 18:15:43,false,""Kuopio eräsuksien testi"",""1.19"",""262"",""00:57:30"",""97"",""131"",""0.6"",""--"",""--"",""2.3"",""8.4"",""24"",""22"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:57:30"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:42:08"",""00:57:30"",""180"",""204"""
"Padel,2024-02-04 13:01:17,false,""Padel"",""0.31"",""1,427"",""02:11:29"",""156"",""185"",""4.7"",""15"",""240"",""0.1"",""13.8"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:11:29"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:07:17"",""02:11:29"",""--"",""--"""
"Padel,2024-02-03 17:15:22,false,""Padel"",""0.21"",""721"",""00:59:34"",""158"",""195"",""4.4"",""18"",""240"",""0.2"",""13.8"",""--"",""--"",""0.19"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:01.2"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:21"",""00:59:34"",""--"",""--"""
"Padel,2024-02-03 08:56:59,false,""Padel"",""0.18"",""677"",""01:07:05"",""144"",""179"",""3.5"",""15"",""214"",""0.2"",""14.8"",""--"",""--"",""0.17"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:07:05"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:16"",""01:07:05"",""--"",""--"""
"Padel,2024-02-02 16:03:07,false,""Padel"",""0.15"",""578"",""01:31:37"",""116"",""157"",""1.8"",""15"",""240"",""0.1"",""9.9"",""--"",""--"",""0.11"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:31:37"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:31"",""01:31:37"",""--"",""--"""
"Padel,2024-02-02 10:05:53,false,""Padel"",""0.18"",""850"",""01:35:19"",""142"",""178"",""3.4"",""15"",""225"",""0.1"",""8.1"",""--"",""--"",""0.13"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:35:19"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:16"",""01:35:19"",""--"",""--"""
"Padel,2024-02-01 15:29:38,false,""Padel"",""0.28"",""859"",""01:30:16"",""143"",""175"",""3.3"",""19"",""245"",""0.2"",""11.4"",""--"",""--"",""0.17"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:30:16"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:06:43"",""01:30:16"",""--"",""--"""
"Resort Skiing,2024-01-31 17:05:13,false,""Kuopio Resort Skiing"",""5.98"",""478"",""00:59:14"",""126"",""167"",""2.4"",""--"",""--"",""10.4"",""35.3"",""182"",""161"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:01:17.0"",""5"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:50:46"",""00:59:14"",""80"",""146"""
"Padel,2024-01-30 21:04:37,false,""Padel"",""0.39"",""1,205"",""02:03:56"",""149"",""186"",""4.1"",""20"",""250"",""0.2"",""16.7"",""--"",""--"",""0.16"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:03:56"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:12"",""02:03:56"",""--"",""--"""
"Strength Training,2024-01-30 16:49:07,false,""Strength Training"",""0.00"",""249"",""01:13:49"",""84"",""116"",""0.2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:13:49"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:00"",""01:13:49"",""--"",""--"""
"Resort Skiing,2024-01-29 18:21:02,false,""Kuopio Resort Skiing"",""4.22"",""476"",""00:41:29"",""148"",""178"",""3.1"",""--"",""--"",""15.6"",""39.0"",""203"",""152"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:04:48.0"",""4"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:39:18"",""00:41:29"",""121"",""178"""
"Walking,2024-01-28 15:38:11,false,""Jyvaskyla Walking"",""2.46"",""146"",""00:29:32"",""102"",""126"",""0.4"",""120"",""130"",""11:59"",""6:34"",""30"",""38"",""0.70"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:10:22"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:28:50"",""00:29:32"",""84"",""116"""
"Padel,2024-01-28 13:00:22,false,""Padel"",""0.22"",""912"",""01:17:27"",""152"",""181"",""3.9"",""20"",""214"",""0.2"",""9.5"",""--"",""--"",""0.14"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:17:27"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:19"",""01:17:27"",""--"",""--"""
"Resort Skiing,2024-01-28 09:43:24,false,""Jyvaskyla Resort Skiing"",""3.50"",""526"",""00:45:24"",""147"",""183"",""3.3"",""--"",""--"",""16.5"",""50.3"",""187"",""135"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:02:58.0"",""4"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:44:07"",""00:45:24"",""109"",""186"""
"Walking,2024-01-27 14:39:25,false,""Jyvaskyla Walking"",""2.42"",""156"",""00:30:40"",""99"",""124"",""0.4"",""116"",""136"",""12:39"",""8:51"",""58"",""40"",""0.68"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:11:24"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:30:40"",""00:30:40"",""99"",""124"""
"Padel,2024-01-27 10:49:10,false,""Padel"",""0.28"",""1,145"",""01:47:17"",""153"",""179"",""4.0"",""18"",""250"",""0.2"",""11.6"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:47:17"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:06:09"",""01:47:17"",""--"",""--"""
"Padel,2024-01-25 20:02:11,false,""Padel"",""0.26"",""941"",""01:36:55"",""143"",""181"",""3.4"",""19"",""250"",""0.2"",""9.9"",""--"",""--"",""0.14"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:36:55"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:06:54"",""01:36:55"",""--"",""--"""
"Padel,2024-01-25 17:39:43,false,""Padel"",""0.16"",""896"",""01:27:30"",""147"",""185"",""3.5"",""15"",""250"",""0.1"",""7.9"",""--"",""--"",""0.12"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:27:30"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:36"",""01:27:30"",""--"",""--"""
"Walking,2024-01-25 16:08:30,false,""Jyvaskyla Walking"",""2.81"",""173"",""00:31:40"",""96"",""118"",""0.5"",""120"",""150"",""11:15"",""8:28"",""39"",""29"",""0.74"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:13:58"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:30:57"",""00:31:40"",""99"",""125"""
"Bouldering,2024-01-24 19:09:40,false,""Bouldering"",""--"",""45"",""00:13:45"",""82"",""119"",""0.1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""1"",""13:45"",""--"",""No"",""00:13:45"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:00"",""00:30:52"",""--"",""--"""
"Running,2024-01-23 15:50:58,false,""Running"",""3.25"",""264"",""00:25:32"",""132"",""143"",""2.1"",""165"",""171"",""7:51"",""4:43"",""--"",""2"",""0.78"",""10.2"",""7.9"",""285"",""7:52"",""220"",""0.0"",""215"",""372"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:25.8"",""3"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:25:07"",""00:25:32"",""42"",""45"""
"Walking,2024-01-22 16:45:45,false,""Jyvaskyla Walking"",""1.68"",""112"",""00:23:15"",""94"",""109"",""0.3"",""109"",""155"",""13:51"",""6:30"",""41"",""52"",""0.65"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:01.5"",""3"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:20:59"",""00:23:15"",""82"",""128"""
"Padel,2024-01-22 15:01:16,false,""Padel"",""0.24"",""632"",""01:27:35"",""124"",""163"",""2.2"",""16"",""243"",""0.2"",""15.6"",""--"",""--"",""0.17"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:27:35"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:24"",""01:27:35"",""--"",""--"""
"Resort Skiing,2024-01-21 18:28:14,false,""Jyvaskyla Resort Skiing"",""6.21"",""635"",""00:57:48"",""147"",""182"",""3.5"",""--"",""--"",""13.5"",""51.6"",""194"",""175"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:07:52.7"",""4"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:52:06"",""00:57:48"",""126"",""175"""
"Walking,2024-01-21 15:13:42,false,""Jyvaskyla Walking"",""1.72"",""109"",""00:23:33"",""101"",""119"",""0.2"",""110"",""150"",""13:44"",""7:23"",""12"",""53"",""0.66"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:02:45.2"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:22:20"",""00:23:33"",""83"",""130"""
"Padel,2024-01-21 13:00:00,false,""Padel"",""0.30"",""1,211"",""02:01:32"",""147"",""187"",""3.9"",""15"",""250"",""0.1"",""15.8"",""--"",""--"",""0.17"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:01:32"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:45"",""02:01:32"",""--"",""--"""
"Walking,2024-01-21 12:10:34,false,""Jyvaskyla Walking"",""1.75"",""123"",""00:21:32"",""96"",""126"",""0.4"",""113"",""140"",""12:16"",""6:26"",""52"",""12"",""0.74"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:02:32.9"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:20:19"",""00:21:32"",""83"",""129"""
"Padel,2024-01-20 12:44:47,false,""Padel"",""0.16"",""512"",""01:15:20"",""114"",""164"",""2.0"",""13"",""196"",""0.1"",""8.5"",""--"",""--"",""0.17"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:15:20"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:01:19"",""01:15:20"",""--"",""--"""
"Indoor Cycling,2024-01-20 11:59:58,false,""Indoor Cycling"",""0.00"",""89"",""00:11:41"",""114"",""123"",""0.4"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:11:41"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:00"",""00:11:41"",""--"",""--"""
"Strength Training,2024-01-20 11:34:43,false,""Strength"",""0.00"",""93"",""00:24:27"",""87"",""113"",""0.1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""33"",""1"",""--"",""--"",""--"",""No"",""00:24:27"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:24:27"",""00:24:27"",""--"",""--"""
"Indoor Rowing,2024-01-20 11:16:34,false,""Indoor Rowing"",""--"",""96"",""00:15:38"",""105"",""134"",""0.3"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""444"",""--"",""--"",""--"",""--"",""--"",""No"",""00:15:38"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:00"",""00:15:38"",""--"",""--"""
"Padel,2024-01-19 16:34:10,false,""Padel"",""0.26"",""934"",""01:28:03"",""151"",""181"",""3.7"",""17"",""237"",""0.2"",""11.3"",""--"",""--"",""0.17"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:28:03"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:06:20"",""01:28:03"",""--"",""--"""
"Indoor Rowing,2024-01-19 15:59:41,false,""Indoor Rowing"",""--"",""92"",""00:12:14"",""113"",""131"",""0.5"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""352"",""--"",""--"",""--"",""--"",""--"",""No"",""00:12:14"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:00"",""00:12:14"",""--"",""--"""
"Padel,2024-01-18 17:39:09,false,""Padel"",""0.24"",""820"",""01:21:33"",""143"",""177"",""3.1"",""16"",""231"",""0.2"",""10.5"",""--"",""--"",""0.18"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:21:33"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:31"",""01:21:33"",""--"",""--"""
"Indoor Rowing,2024-01-18 17:06:50,false,""Indoor Rowing"",""--"",""151"",""00:18:44"",""118"",""147"",""0.9"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""429"",""--"",""--"",""--"",""--"",""--"",""No"",""00:18:44"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:00"",""00:18:44"",""--"",""--"""
"Padel,2024-01-17 20:34:04,false,""Padel"",""0.20"",""941"",""01:32:39"",""145"",""174"",""3.3"",""16"",""250"",""0.1"",""9.1"",""--"",""--"",""0.13"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:32:39"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:27"",""01:32:39"",""--"",""--"""
"Indoor Rowing,2024-01-17 20:15:30,false,""Indoor Rowing"",""--"",""95"",""00:10:12"",""124"",""133"",""0.8"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""296"",""--"",""--"",""--"",""--"",""--"",""No"",""00:10:12"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:00"",""00:10:12"",""--"",""--"""
"Resort Skiing,2024-01-15 18:27:17,false,""Kuopio Resort Skiing"",""4.02"",""637"",""00:56:27"",""145"",""177"",""3.3"",""--"",""--"",""11.1"",""42.2"",""189"",""171"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:04:45"",""5"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:53:32"",""00:56:27"",""123"",""207"""
"Walking,2024-01-14 15:12:13,false,""Jyvaskyla Walking"",""1.65"",""99"",""00:18:57"",""109"",""125"",""0.3"",""124"",""172"",""11:32"",""6:49"",""10"",""52"",""0.70"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:23.9"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:18:48"",""00:18:57"",""84"",""131"""
"Padel,2024-01-14 13:10:08,false,""Padel"",""0.19"",""863"",""01:50:33"",""133"",""179"",""3.2"",""12"",""243"",""0.1"",""10.9"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:50:33"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:36"",""01:50:33"",""--"",""--"""
"Resort Skiing,2024-01-14 10:21:57,false,""Jyvaskyla Resort Skiing"",""3.25"",""361"",""00:35:34"",""136"",""171"",""2.5"",""--"",""--"",""9.5"",""39.3"",""96"",""97"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:05:02.6"",""4"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:28:27"",""00:47:26"",""130"",""179"""
"Walking,2024-01-13 18:11:50,false,""Jyvaskyla Walking"",""2.69"",""155"",""00:42:24"",""71"",""95"",""0.2"",""80"",""134"",""15:46"",""6:03"",""14"",""40"",""0.82"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:00:04.4"",""3"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:30:50"",""00:42:31"",""87"",""112"""
"Padel,2024-01-13 13:50:41,false,""Padel"",""0.27"",""496"",""01:46:40"",""100"",""149"",""0.8"",""13"",""214"",""0.2"",""7.2"",""--"",""--"",""0.19"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:46:40"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:59"",""01:46:40"",""--"",""--"""
"Padel,2024-01-12 16:04:21,false,""Padel"",""0.17"",""638"",""01:26:08"",""126"",""158"",""2.3"",""14"",""246"",""0.1"",""12.7"",""--"",""--"",""0.14"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:26:08"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:18"",""01:26:08"",""--"",""--"""
"Padel,2024-01-11 17:38:38,false,""Padel"",""0.24"",""982"",""01:24:32"",""157"",""187"",""4.1"",""17"",""235"",""0.2"",""19.8"",""--"",""--"",""0.17"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:24:32"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:57"",""01:24:32"",""--"",""--"""
"Padel,2024-01-08 15:08:22,false,""Padel"",""0.14"",""457"",""01:25:19"",""106"",""161"",""1.2"",""11"",""222"",""0.1"",""8.3"",""--"",""--"",""0.15"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:25:19"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:02:46"",""01:25:19"",""--"",""--"""
"Padel,2024-01-07 12:33:18,false,""Padel"",""0.35"",""1,039"",""02:15:49"",""132"",""175"",""3.0"",""14"",""242"",""0.2"",""12.0"",""--"",""--"",""0.18"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""02:15:49"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:13"",""02:30:05"",""--"",""--"""
"Padel,2024-01-06 10:00:37,false,""Padel"",""0.30"",""951"",""01:46:03"",""136"",""178"",""3.1"",""14"",""231"",""0.2"",""11.4"",""--"",""--"",""0.20"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:46:03"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:05:00"",""01:46:03"",""--"",""--"""
"Cycling,2024-01-05 16:51:36,false,""Kuopio Cycling"",""0.72"",""320"",""00:40:09"",""120"",""140"",""1.7"",""--"",""--"",""1.1"",""3.1"",""29"",""30"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:40:09"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:03:58"",""00:52:43"",""79"",""92"""
"Indoor Cycling,2024-01-04 18:14:43,false,""Indoor Cycling"",""0.00"",""468"",""01:01:22"",""124"",""147"",""2.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:01:22"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:00"",""01:05:34"",""--"",""--"""
"Padel,2024-01-04 16:33:10,false,""Padel"",""0.16"",""1,080"",""01:26:31"",""157"",""182"",""4.1"",""14"",""249"",""0.1"",""7.6"",""--"",""--"",""0.13"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""01:26:31"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:04:48"",""01:26:31"",""--"",""--"""
"Walking,2024-01-04 14:49:59,false,""Kuopio Walking"",""4.28"",""264"",""00:50:39"",""91"",""125"",""0.5"",""110"",""141"",""11:50"",""5:11"",""43"",""54"",""0.78"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:15:38"",""3"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:44:52"",""01:28:22"",""85"",""114"""
"Walking,2024-01-04 11:09:07,false,""Kuopio Walking"",""2.52"",""214"",""01:17:15"",""74"",""109"",""0.2"",""36"",""158"",""30:42"",""4:31"",""32"",""39"",""1.20"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""No"",""00:35:03"",""2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:25:31"",""01:17:15"",""90"",""117"""
"Bouldering,2024-01-03 18:09:37,false,""Bouldering"",""--"",""63"",""00:22:15"",""79"",""115"",""0.2"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""0.0"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""1"",""22:15"",""--"",""No"",""00:22:15"",""1"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""00:00:00"",""01:13:39"",""--"",""--"""
